ProductName,CurrentPrice,Description,FamilyBrand,Subtype,Type,Proof,Size,ProofBin
Trump SP Blanc De Blance,26.3,"This sparkling wine is crafted from 100% estate grown Chardonnay and is aged a minimum of 36 months on the yeast to increase complexity. Flavors of bright green apple, lemon notes, pear, and brioche. Pair with mild cheeses, scallops, or serve as an aperitif.",Trump,Virginia,Wine,12.0,750.0,0-40
Trump Sparling Rose,23.7,"This sparkling wine is crafted from 100% estate grown Chardonnay and Pinot Noir and is aged a minimum of 36 months on the yeast to increase complexity. Flavors of lemon custard, cherry, and strawberries. Pair with salads, lamb, dark chocolate, or serve as an aperitif.",Trump Sparling Rose,Virginia,Wine,13.0,750.0,0-40
Tuaca Liquore Italiano,24.9,"Like most great legends, the origins of Tuaca are a little unclear. During the Renaissance Era, the liqueur was supposedly created for Lorenzo the Magnificent, an Italian ruler, who was a patron to Michelangelo and Botticelli. During World War II, American servicemen stationed in Livorno, Italy discovered Tuaca's unique flavor. They searched for the brand upon return to America, but were unable to find it. Then in the late 1950's, Tuaca came to the United States. Today, Tuaca's distinctive taste is still crafted as it always has been, by the Tuoni family in Italy. Tuaca begins according to tradition with the selection of the finest Italian brandy, ranging from 3 to 10 years old. It’s sourced from Faenza, a small city near Bologna, known for producing brandy with a pleasing aroma, amber color and an exceptionally smooth finish. The final presentation is created as the master blender folds the Italian brandy into a blend of natural sugar and fine spirits before adding the crowning touch of soft citrus and vanilla essences.",Tuaca,Cordials,Spirits,70.0,750.0,40-80
Tullamore Dew,27.9,"Tullamore Dew is the original blend known the world over for its smooth and gentle flavour. This mild blended whiskey has spicy, lemony and malty notes with charred wood undertones giving a soft, buttery, rounded flavour that lingers in the mouth. Tullamore Dew is also widely acclaimed by whiskey connoisseurs; in 2005, it won a much-prized trophy at the International Spirits Challenge, the highest accolade in the drinks industry. The trophy was one of only four awarded to over 700 drinks products entered by companies all over the world.",Tullamore,Whiskey,Spirits,80.0,750.0,40-80
Tullamore Dew 12 Irish,44.9,"Tullamore Dew 12-year-old is a deluxe blend with ""a full, smooth, well-rounded whiskey, combining maltiness and pot still character. Sweet spicy notes overlay rich woody background from the bourbon casks used in maturation"". Its supreme quality has won it several international awards from whiskey connoisseurs in recent years. The 12 year old's distinctive contemporary and classic packaging sets it apart from competitors.",Tullamore Dew,Whiskey,Spirits,80.0,750.0,40-80
Tullamore Dew Phoenix,59.9,"Tullamore D.E.W. Phoenix is an expression of the great history of our town and a celebration of our people. In 1785, Tullamore witnessed a devastating hot-air balloon accident. The resulting blaze nearly destroyed the town but immeasurably strengthened her people. Since that day, the phoenix has been a central part of towns coat of arms. Driven by their positive spirit, the towns renaissance in the ensuing decades saw the establishment of the Tullamore distillery in 1829. Phoenix This special limited edition is a triple distilled blend of all three types of Irish whiskey; golden grain, malt and pure pot still whiskey. It is characterised by its high content pot still whiskey finished in old oloroso sherry casks and comes to you at 55% ABV. Tullamore D.E.W. Phoenix is a medium bodied whiskey, with distinctive sherry notes and pleasantly spicy creamy pot still whiskey flavors nicely balanced. NOSE: Warm and spicy initially, then rich, toffee, vanilla notes become evident. The characteristic leafy, malty notes of Tullamore D.E.W. are enriched with deeper, toasted oak aroma and a hint of sherry nuttiness. TASTE: The higher strength tingles on the tongue leaving a spicy pot still flavor. Addition of a little water releases layers of caramel sweetness, delicate floral notes and oak tannins. FINISH: Long lasting with a lingering warmth. A perfect balance of oloroso sherry sweetness and spicy creamy pot still.",Tullamore,Whiskey,Spirits,110.0,750.0,80-120
Twenty Grand,29.9,NA,Twenty Grand,Vodka,Spirits,80.0,750.0,40-80
Twenty Grand Black,19.9,NA,Twenty Grand,Vodka,Spirits,100.0,375.0,80-120
Twenty Grand Gold,16.9,NA,Twenty Grand,Vodka,Spirits,80.0,375.0,40-80
Twenty Grand Rose,25.9,NA,Twenty Grand,Vodka,Spirits,70.0,750.0,40-80
Twisted Shotz B52,5.8,"Delicious, bartender-quality mixed drinks that have 2 great flavors in 1 Twisted Shot! Make weekends epic!",Twisted Shotz,Cocktails,Spirits,40.0,100.0,0-40
Twisted Shotz Blazin Apple,5.8,"Delicious, bartender-quality mixed drinks that have two great flavors in one Twisted Shot! Make weekends epic!",Twisted Shotz,Cocktails,Spirits,40.0,100.0,0-40
Twisted Shotz Buttery Nipple,5.8,"Delicious, bartender-quality mixed drinks that have 2 great flavors in 1 Twisted Shot! Make weekends epic!",Twisted Shotz,Cocktails,Spirits,40.0,100.0,0-40
Twisted Shotz Chocolate Buttery Nipple,5.8,"Delicious, bartender-quality mixed drinks that have 2 great flavors in 1 Twisted Shot! Make weekends epic!",Twisted Shotz Chocolate Buttery Nipple,Cocktails,Spirits,40.0,100.0,0-40
Twisted Shotz Dos Locos Paloma,5.8,"Delicious, bartender-quality mixed drinks that have two great flavors in one Twisted Shot! Make weekends epic!",Twisted Shotz,Cocktails,Spirits,40.0,100.0,0-40
Twisted Shotz Miami Vice,5.8,"Delicious, bartender-quality mixed drinks that have 2 great flavors in 1 Twisted Shot! Make weekends epic!",Twisted Shotz,Cocktails,Spirits,40.0,100.0,0-40
Twisted Shotz Peaches N' Cream,5.8,"Delicious, bartender-quality mixed drinks that have 2 great flavors in 1 Twisted Shot! Make weekends epic!",Twisted Shotz Peaches N' Cream,Cocktails,Spirits,40.0,100.0,0-40
Twisted Shotz Polar Bear,5.8,"Delicious, bartender-quality mixed drinks that have 2 great flavors in 1 Twisted Shot! Make weekends epic!",Twisted Shotz,Cocktails,Spirits,40.0,100.0,0-40
Twisted Shotz Root Beer Flirt,5.8,"Delicious, bartender-quality mixed drinks that have two great flavors in one Twisted Shot! Make weekends epic!",Twisted Shotz Root Beer Flirt,Cocktails,Spirits,40.0,100.0,0-40
Twisted Shotz Screamin 'o',5.8,"Delicious, bartender-quality mixed drinks that have 2 great flavors in 1 Twisted Shot! Make weekends epic!",Twisted Shots Screamin O,Cocktails,Spirits,40.0,100.0,0-40
Twisted Shotz Sex On The Beach,5.8,"Delicious, bartender-quality mixed drinks that have 2 great flavors in 1 Twisted Shot! Make weekends epic!",Twisted Shotz,Cocktails,Spirits,40.0,100.0,0-40
Twisted Shotz Whipped Chocolate,5.8,"Delicious, bartender-quality mixed drinks that have 2 great flavors in 1 Twisted Shot! Make weekends epic!",Twisted Shotz,Cocktails,Spirits,40.0,100.0,0-40
Twisted Shotz Winter Party Pack,18.4,"Delicious, bartender-quality mixed drinks that have 2 great flavors in 1 Twisted Shot! Make weekends epic!",Twisted Shotz,Cocktails,Spirits,45.0,375.0,40-80
Two Fingers - Gold,13.9,NA,Two Fingers,Tequila,Spirits,80.0,750.0,40-80
Two Fingers - White,16.2,NA,Two Fingers,Tequila,Spirits,80.0,1e3,40-80
Tyrconnell,34.9,"Tyrconnell Single Malt Irish Whiskey is an historic Irish whiskey brand from the 1900’s named after a horse that won a legendary race at odds of 100 to 1. Made from 100% malted barley in traditional copper pot stills Tyrconnell has a beautiful fresh, fruity bouquet with a smooth sweet taste and a delicate dry finish.",Tyrconnell,Whiskey,Spirits,80.0,750.0,40-80
Ua Navy Gin,40.0,NA,Ua,Gin,Spirits,114.0,750.0,80-120
Ultimat Vodka,45.6,"Ultimat vodka comes in a handcrafted Polish crystal decanter. The handsome bottle contains a vodka blended from wheat, potato and rye (wheat for lightness, potato for richness and rye for a hint of spice) by a master distiller.",Ultimat,Vodka,Spirits,80.0,750.0,40-80
Uncle Val's Botanical Gin,59.9,"Uncle Val's is a small-batch botanical gin inspired by Zio Valerios love of gardening and native tuscan cuisine. The botanicals are not only Uncle Val's favorite cooking ingredients, but also happen to make an exceptionally unique and smoothly delicious gin.",Uncle Val's Botanical Gin,Gin,Spirits,90.0,750.0,80-120
Usher's Green Stripe,29.9,NA,Usher's,Whiskey,Spirits,80.0,1750.0,40-80
UV Blue Raspberry,17.9,Got the blues? UV Blue is naturally flavored with vine-ripened raspberries for just the perfect touch of sweetness. Try it with lemonade or lemon-lime soda for a taste that’s sure to put a smile on your face.,UV,Vodka,Spirits,60.0,1750.0,40-80
UV Blue Raspberry Vodka,1.0,Got the blues? UV Blue is naturally flavored with vine-ripened raspberries for just the perfect touch of sweetness. Try it with lemonade or lemon-lime soda for a taste that’s sure to put a smile on your face.,UV,Vodka,Spirits,60.0,50.0,40-80
UV Cake,12.9,"Nothing says celebration like cake, and UV Cake is no different. Enjoy some during a birthday, anniversary, wedding or any other day you’re thirsting for something festive.",UV,Vodka,Spirits,60.0,750.0,40-80
UV Cherry,12.9,"Hey, cherries come from trees, not science beakers. That’s why UV Cherry is naturally flavored with fresh, flavorful cherries. Add a splash of cherry to lemonade, cola or practically any other mixer.",UV,Vodka,Spirits,60.0,750.0,40-80
UV Cherry Vodka,1.0,"Hey, cherries come from trees, not science beakers. That’s why UV Cherry is naturally flavored with fresh, flavorful cherries. Add a splash of cherry to lemonade, cola or practically any other mixer.",UV Cherry,Vodka,Spirits,60.0,50.0,40-80
UV Sriracha Vodka,12.9,"Meet the Bloody Mary’s new best friend: UV Sriracha. Made with all-natural flavors, it’s spicy, peppery, and of course, super tasty. Hot, but not too hot, it adds just the right amount of kick to your cocktail. Try it in a Bloody Mary or on the rocks.",UV Sriracha Vodka,Vodka,Spirits,60.0,750.0,40-80
UV Vodka,19.9,See why UV Vodka is winning the critics over. The taste is 100% refined and divine because it's distilled four times and activated carbon filtered. Make your party more winning with some UV Vodka recipes that will earn any party-thrower the trophy for great taste.,UV,Vodka,Spirits,80.0,1750.0,40-80
Va. Sweetwater Moonshinre (distillery Only),20.0,"Virginia Sweetwater Moonshine is the same recipe handed down thru the years, tried and delightful. It is the legal version, taxes paid, made by hand in small batches just for you, by Appalachian Mountain Spirits, LLC. It is a traditional corn whisky made from locally grown corn. Our Moonshine is a clean tasting, extremely smooth spirit with a subtle corn flavor which is easy on the pallet and grows to a wonderful sweetness at the finish. There is no harsh aftertaste.",Va. Sweetwater Moonshine (distillery Only),Whiskey,Spirits,85.0,375.0,80-120
Va. Sweetwater Shiners Gold 101 (distillery Only),34.8,NA,Va. Sweetwater Shiners Gold 101 (distillery Only),Whiskey,Spirits,101.0,750.0,80-120
Van Gogh Double Espresso Vodka,22.9,The original double espresso vodka—rich and bold like your favorite cup of espresso in a naturally deep shade of coffee.,Van Gogh,Vodka,Spirits,70.0,750.0,40-80
Van Winkle Special Reserve Bourbon 12 Yr,59.9,"Van Winkle Special Reserve is the perfect combination of age and proof. This sweet, full bodied whiskey has been described by some as “nectar.” We agree! The twelve years of aging and medium proof of 90.4 seem to be just right in creating a very pleasant drink of whiskey. This fine bourbon can compete with any excellent cognac as an after-dinner drink. The overall impression is rich and deep. [This product has extremely limited availability. Please sign up to receive promotional emails from Virginia ABC in order to be informed when this product becomes available.]",Van Winkle,Whiskey,Spirits,90.4,750.0,80-120
Vat 69 Gold,25.9,NA,Vat,Whiskey,Spirits,80.0,1750.0,40-80
VeeV Acai Liqueur,24.9,"Veev is the world's first Acai spirit, grown and harvested in the Brazilian Rainforest, this Brazilian national fruit, is considered to the world's preeminent superfruit. Packed with nutrients, this purple berry tastes like an exotic blend of dark berries plus the added benefit of 57% more antioxidants than pomegranates or blueberries, and 30 times more heart healthy anthocyanins than red wine. Acai is coupled with 100% all natural ingredients like prickly pear and acerola cherry never before introduced in a distilled spirit.",VeeV,Cordials,Spirits,60.0,750.0,40-80
Velho Barreiro Cachaca,17.1,"Velho Barreiro is one of the most appreciated Brazilian Cachacas because of its delicate aroma due to the very careful methods of distillation employed. Use it for the preparation of a 'caiprinha' or other fruit cocktails. Cachaca is sometimes known as caxaca, caxa or chacha. ABV 40%",Velho Barreiro,Rum,Spirits,80.0,1e3,40-80
